Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Argentina,ARG,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,..,..,..,..,..,..,..,..,..,..,..,3.08584490348798,2.43025369477594,2.36675293499869,2.4257602862254,2.2151790887094,2.07505957108817,1.65057230123716,2.26117126278639,1.80654074015037,2.06266055507984,2.30181003630372,1.83773755202327,2.09287724112271,1.29208735489036,1.34099193637468,2.0672203742628,1.95238186744557,3.0356390919879,1.71249826770406,1.30074891604257,1.72687093224922,1.49245718580555,1.91633103806678,3.63991504797929,2.8471237782586,2.75091123037626,2.6224791833799,2.44284710587472,2.61722196676899,2.00314925205264,1.51140209732009,0.960297443548483,1.01814625665544,1.67523586082963,2.06652700230351,1.86583574282533,2.17939766326863,1.59287523436729,1.43948031069809,2.40533916639391,2.83586121724364,2.9205099279642,2.54892937775924,2.21728366463494,2.02956738894983,..,..,..,..,..,..,..
Argentina,ARG,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,..,..,..,..,..,..,..,..,..,..,..,22.9258381307145,23.1881767169841,24.5414650613255,23.3023255813954,24.8815731179498,25.6685199894096,24.7986918828865,19.898905305976,19.7019207778752,22.0218606759684,22.4259120986637,25.6581256581257,24.4215519847453,24.5652270604457,27.4472550535734,27.0779340040406,24.0800169103941,40.3341882632163,48.1459484072776,39.1643673630272,39.1641646308487,37.2559546178486,35.6941015980252,33.9281008262669,39.5538312318138,46.5100594093505,44.1547484024454,45.9493055180241,56.4964519616737,54.6473962433922,47.711257837208,47.6845109113945,51.7103118548299,54.8015773972945,52.4461802428643,46.2903180529433,51.0468742726807,54.2186112298938,51.2299149435281,49.9820377924846,44.818802825055,48.3141262432996,47.2353643279311,48.1996785915942,49.4822602564899,..,..,..,..,..,..,..
Argentina,ARG,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,..,..,..,..,..,..,..,..,..,..,..,67.2113105316627,68.145894254327,61.648100221297,52.3685152057245,46.3892580854037,46.9651840084723,50.5229383272144,45.809654842376,42.772508700619,31.6400543998388,29.9956229563068,23.434287720002,22.3868102225426,19.3991015433883,12.6057660444052,16.1092178029917,19.3662445473587,16.527581058837,14.2622399081388,9.74379188017343,14.2084553270052,13.7094898087006,10.8694946082889,7.06434960546917,6.84175184660151,6.63547914932698,2.82442114581316,5.1478138680214,4.76095790821082,3.24260488134068,1.11413194251789,0.898724734467692,1.09855481908073,4.03234662806369,5.44691016295229,7.51948647409445,10.2127263417586,11.8170454919246,11.7094136270803,13.3024117257291,15.1217629578171,14.7890906677874,14.2682523476035,13.840106557021,15.4231944645654,..,..,..,..,..,..,..
Argentina,ARG,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,..,..,..,..,..,..,..,..,..,..,..,93.2229935658652,93.7643246660871,88.5563182176212,78.0966010733453,73.4860102920628,74.7087635689701,76.972202511338,67.9697314111384,64.2809702186446,55.724575630887,54.7233450912742,50.9301509301509,48.9012394484106,45.2564159587244,41.3940130343533,45.254372181295,45.3986433251984,59.8974084140413,64.1206865831205,50.2089081592432,55.0994908901031,52.4579016123548,48.4799272443809,44.6323654797154,49.2427068566739,55.8964497890538,49.6016487316385,53.5399664919202,63.8746318366535,59.8931503767855,50.336791877046,49.5435330894107,53.8270129305661,60.5091598861878,59.9596174081201,55.6756402698631,63.438998277708,67.6285319561857,64.3788088813064,65.6897886846076,62.7764270001158,66.0237268390512,64.0525460532938,64.2570688132501,66.935022110005,..,..,..,..,..,..,..
Argentina,ARG,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,..,..,..,..,..,..,..,..,..,..,..,57000000,74000000,57000000,58000000,62000000,57000000,61000000,61000000,93000000,96000000,84000000,109000000,150000000,95000000,116000000,107000000,108000000,121000000,119000000,107000000,100000000,102000000,107000000,120000000,117000000,363000000,461000000,498000000,571000000,708000000,672000000,941000000,1114000000,1247000000,1362000000,1728000000,1688000000,1618000000,1402000000,2220000000,2155000000,2752000000,2942000000,2719000000,2752000000,..,..,..,..,..,..,..
Argentina,ARG,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,..,..,..,..,..,..,..,..,..,..,..,6.53572637995259,5.94325456413499,11.2298863508496,17.9892665474061,17.724840677504,16.5905480540111,17.7891586709036,23.1859783453969,28.3201827794161,38.140331436055,37.809933314452,44.1082083939227,42.8318954491547,44.2111817817907,45.6113995360654,42.872885333551,41.9704452429908,28.7734946215978,25.6676763477262,35.2305873078439,30.2500792570352,34.6879977094182,38.7602312589321,42.4155518005798,40.0387972841901,32.8789139855925,38.74934299704,35.7171809976761,26.5848111648253,32.3630637723541,41.0841702269323,42.4496465489681,36.7412800173856,30.389856736385,32.23402944327,35.5107655166606,28.2707256900805,25.0131574619256,27.7774588046162,26.8131850586366,30.6425842306356,27.2320408178313,29.3691309912423,29.6079396562957,26.2415750877847,..,..,..,..,..,..,..
Argentina,ARG,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,..,..,..,..,..,..,..,..,..,..,..,0,0,0,3.70661896243292,8.57785502504856,8.51204659782896,5.05044272359856,8.66184123945684,7.15177598894822,5.89331587165668,7.25044414119828,4.68836183121897,7.91805222891426,10.3211315215941,12.7383187893516,11.6543885068261,12.4233747766099,11.0975002871033,9.97604482191998,14.3496255419787,14.4639427111501,12.6715699432723,12.5860724957776,12.7660563969802,10.5439080802805,10.7037281519961,11.0113696091178,10.0699886504891,8.83094933326705,6.94747497469351,7.83332408589025,6.8925911453708,8.22123220688906,7.8560375380622,6.51524774625323,7.1966613330339,6.7188009123493,6.027762244663,6.69378849892141,5.72475511523754,4.91760256261819,4.71513784128529,4.46296322926703,4.16672699106716,..,..,..,..,..,..,..,..
Argentina,ARG,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,..,..,..,..,..,..,..,..,..,..,..,0.241280054182188,0.292420769777918,0.2137954315292,0.207513416815742,0.211294005384589,0.188641779189833,0.188196094159751,0.182449004007896,0.247071012991153,0.2417770614013,0.216277453075517,0.273278844707416,0.348812873520452,0.211270737890851,0.256268640229758,0.218353978327857,0.207536655200907,0.231596677257589,0.235592247233276,0.210878990934174,0.186487141711579,0.182530734954636,0.173769000909445,0.186026322724666,0.17458777885548,0.520908073357633,0.637638662203657,0.672863859914609,0.709607665254079,0.79631087616691,0.745713810131499,1.11422921625046,1.21047484515919,1.24494583936505,1.2911054023566,1.61693288044241,1.57147511986222,1.33054833722575,1.14994381515596,1.77227114151825,1.66338620663039,2.02909450183223,2.11535972619681,1.96826453938701,1.89849403616245,..,..,..,..,..,..,..
Argentina,ARG,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,..,..,..,..,..,..,..,..,..,..,..,0.394625116986417,0.378243268463529,0.723501020663461,1.93473589630374,3.07011219007891,2.96125082241881,2.41597641955389,3.6517794276278,3.93754544001531,4.57346438177371,4.89051660889318,4.87040499457247,5.90908913758431,6.73856819925394,7.92815713940707,7.51189638067433,7.70067170787058,5.86005651698543,5.22107569618403,6.77368872524198,6.57284122614003,6.3861900099728,7.25755157649629,7.61062665801599,6.93659449501589,6.43294014586171,7.23890502852492,6.7607909276878,5.71230677368965,6.0313990866804,7.74526183010186,7.41157902841799,7.42549695428083,6.43983830099847,6.42423543130273,6.77059104688404,5.77486785614744,5.42888057039713,6.18534160257561,5.68326959017728,5.85903880132898,5.57056095371141,5.67143015652958,5.50150364266138,..,..,..,..,..,..,..,..
Argentina,ARG,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,..,..,..,..,..,..,..,..,..,..,..,6.72353123146164,6.3577147747943,5.89092028754363,6.50758074276763,5.26290158079063,4.8766535118194,5.18998294075847,5.37992906737674,4.68797282342494,5.1467516801102,5.08872098879704,4.67498798365558,4.93025588308592,4.80416032491908,4.91668884779368,4.03861190358003,4.10532735922523,3.81154726444887,3.36028383986007,2.82701835237915,3.03754342715987,3.06321399393846,3.33033763167336,3.70073199997192,4.1519849857644,4.04553716073169,4.13331120472259,4.57964518815502,4.57016606742803,4.31278831985404,4.64654485870467,4.51117456352166,4.53787248057029,2.2615118885205,2.42015814699264,2.88457022526824,2.81254288584446,2.18800884305091,2.30632335282017,2.62673454422533,2.95439936551872,3.14409721409036,2.97226898403076,3.24500433015725,..,..,..,..,..,..,..,..
